Fields for repository,,,,,,,,,,,,
,,,AI Agent,AI Agent,,,Tool ratings - later,,,,,
,Agent Design Pattern Catalogue: A Collection of Architectural Patterns for Foundation Model Based Agents,Research Paper,"design patterns, foundation models, AI agents, architecture","Catalogue of 18 design patterns for AI agents using foundation models, including decision models and trade-offs.",11/7/2024,Preprint,,"Yue Liu et al., CSIRO Data61",CSIRO Agent Design Pattern Catalogue: A Collection of Architectural Patterns for Foundation Model Based Agents,,https://arxiv.org/abs/2405.10467,
,Why You Should Not Trust Interpretations in Machine Learning,Conference Paper,"interpretability, machine learning, PD plots, adversarial attacks",Demonstrates vulnerabilities in interpretation tools like PD plots using adversarial frameworks.,5/1/2024,Conference version,,"Xi Xin, Giles Hooker, Fei Huang","Xi Xin, Giles Hooker, Fei Huang (UNSW & UPenn)  Why You Should Not Trust Interpretations in Machine Learning",,https://arxiv.org/pdf/2404.18702,
,AI in insurance and insuring AI,Conference Paper,"insurance, AI risks, regulation, product innovation","Explores regulatory impacts, risk profiles, and new insurance products related to AI.",5/1/2024,Conference version,,"Jonathan Cohen, Kushal Mithal",Anat Lior (Harvard JOLT)  Insuring AI: The Role of Insurance in Artificial Intelligence Regulation,PDF,https://jolt.law.harvard.edu/assets/articlePDFs/v35/2.-Lior-Insuring-AI.pdf,
,Generative AI for Actuaries: Exploring New Possibilities,Discussion Article,"generative AI, LLMs, actuarial applications, ChatGPT, productivity","Introduces actuaries to generative AI tools like ChatGPT, exploring use cases in communication, coding, and data analysis.",4/1/2023,Published site Article,,"Jacky Poon, Ean Chan, Jin Cui, Kriti Khullar, Amanda Aitken, Estelle Liu, Henry Ma",Actuary institute Australia,HTML,https://www.actuaries.asn.au/research-analysis/generative-ai-for-actuaries-exploring-new-possibilities,
,"AI, Actuaries, and Education",Conference Paper,"education, AI literacy, ethics, learning design, professional skills",Explores integration of AI into actuarial education and the development of best practices for teaching and learning.,5/1/2025,Conference version,,Colin Priest,Actuary institute Australia,PDF,https://content.actuaries.asn.au/resources/resource-ce6yyqn64sx3-786882053-16095,
,Artificial Intelligence and Discrimination in Insurance Pricing and Underwriting,Guidance Resource,"insurance, pricing, underwriting, anti-discrimination, regulation",Provides practical advice to avoid unlawful discrimination when applying AI to insurance pricing and underwriting.,12/1/2022,Published resource,,Actuaries Institute in collaboration with Australian Human Rights Commission,Actuary institute Australia,PDF,https://www.actuaries.asn.au/research-analysis/thought-leadership/guidance-resource-artificial-intelligence-and-discrimination-in-insurance-pricing-and-underwriting,
,The AI-Powered Actuary: Amplifying Our Value,Thought Leadership,"actuarial profession, AI transformation, ethics, risk, future skills",Discusses how AI is transforming actuarial work and the professionâ€™s future role in an AI-augmented world.,11/1/2024,Published site Article,,Actuaries Institute,Actuary institute Australia,PDF,https://www.actuaries.asn.au/the-ai-power-actuary-amplifying-our-value,
,AI and Data Science Cookbook,Practical guides,"data science, machine learning, actuarial techniques, Python, best practice","An interactive, open-source cookbook by the Actuaries Institute providing code examples, explanations, and guidance on applying AI and data science techniques in actuarial work. Includes modules on data preprocessing, model validation, interpretability, and model deployment, with a focus on reproducibility and transparency.",Ongoing (publicly available; first published ~2023),Live / evolving,,"Data Science and AI Practice Committee, Actuaries Institute",Actuary institute Australia,Online (JupyterBook site),Actuaries’ Analytical Cookbook — Actuaries' Analytical Cookbook,
,Case Study: French Motor Third-Party Liability Claims,AI in actuarial Science,"data science, machine learning, predictive modeling, claim frequency, motor insurance, regression trees, boosting machine, neural network, generalized linear models, feature engineering, covariate selection.","This tutorial compares classical generalized linear models for claim frequency modeling to regression tree, boosting machine and neural network approaches. We explore these methods, discuss their calibration and study their predictive performance on an explicit motor third-party liability insurance data set. The results of the case study show that a simple generalized linear model does not capture interactions of feature components appropriately (unless manual feature engineering is done), whereas the other methods are able to address these interactions more successfully",3/3/2020,,,"Alexander Noll, Robert Salzmann, Mario V. W¨uthrich",Swiss Association of Actuaries ,pdf,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3164764,https://www.actuarialdatascience.org/ADS-Tutorials/
,Insights from Inside Neural Networks,AI in actuarial Science,"neural networks, architecture, over-fitting, loss function, dropout, regularization, LASSO, ridge, gradient descent, class imbalance, bias regularization, balance property, car insurance, claim frequency, Poisson regression model, machine learning, deep learning.","We provide a tutorial that illuminates different aspects that need to be considered when fitting neural network regression models to claim frequency insurance data. We discuss feature pre-processing, choice of loss function, choice of neural network architecture, class imbalance problem, as well as over-fitting and bias regularization. This discussion is based on a publicly available real car insurance data set.",4/23/2020,,,"Andrea Ferrario,
Alexander Noll,
Mario V. W¨uthrich",Swiss Association of Actuaries ,pdf,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3226852,https://www.actuarialdatascience.org/ADS-Tutorials/
,Nesting Classical Actuarial Models into Neural Networks,AI in actuarial Science,"Neural networks, architecture, car insurance, generalized linear models, embedding, nesting, embedding layers, one-hot encoding, dummy coding, representation learning, claims frequency, Poisson regression model, machine learning, deep learning.","Neural network modeling often suffers the deficiency of not using a systematic way of improving classical statistical regression models. In this tutorial we exemplify the proposal of. We embed a classical generalized linear model into a neural network architecture, and we let this nested network approach explore model structure not captured by the classical generalized linear model. In addition, if the generalized linear model is already close to optimal, then the maximum likelihood estimator of the generalized linear model can be used as initialization of the fitting algorithm of the neural network. This saves computational time because we start the fitting algorithm in a reasonable parameter. As a by-product of our derivations, we present embedding layers and representation learning which often provides a more efficient treatment of categorical features within neural networks than dummy and one-hot encoding.",1/22/2019,,,"J¨urg Schelldorfer,
Mario V. W¨uthrich",Swiss Association of Actuaries ,pdf,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3320525,https://www.actuarialdatascience.org/ADS-Tutorials/
,On Boosting: Theory and Applications,AI in actuarial Science,"machine learning, boosting, predictive modeling, R, Python, car insurance, Kaggle, Porto Seguro, AdaBoost, XGBoost.","We provide an overview of two commonly used boosting methodologies. We start with the description of different implementations as well as the statistical theory behind selected algorithms which are widely used by the machine learning community, then we discuss a case study focusing on the prediction of car insurance claims in a fixed future time interval. The results of the case study show that, overall, XGBoost performs better than AdaBoost and it shows best performance when shallow trees, moderate shrinking, the number of iterations increased with respect to default as well as subsampling of both features and training data points are considered.",6/11/2019,,,"Andrea Ferrario,
Roger H¨ammerli",Swiss Association of Actuaries ,pdf,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3402687,https://www.actuarialdatascience.org/ADS-Tutorials/
,Unsupervised Learning: What is a Sports Car?,AI in actuarial Science,"principal components analysis (PCA), biplot, autoencoder, bottleneck neural network (BNN), minimal spanning tree (MST), K-means clustering, K-medoids clustering, partitioning around medoids (PAM) algorithm, expectation-maximization (EM) algorithm, clustering with Gaussian mixture models (GMMs), variational autoencoder (VAE), t-distributed stochastic neighbor embedding (t-SNE), model-based clustering, uniform manifold approximation and projection (UMAP), self-organizing maps (SOM), Kohonen map, multi-dimensional scaling (MDS).","This tutorial studies unsupervised learning methods. Unsupervised learning methods are techniques that aim at reducing the dimension of data (covariables, features), cluster cases with similar features, and graphically illustrate high dimensional data. These techniques do not consider response variables, but they are solely based on the features themselves by studying incorporated similarities. For this reason, these methods belong to the field of unsupervised learning methods. The methods studied in this tutorial comprise principal components analysis (PCA) and bottleneck neural networks (BNNs) for dimension reduction, K-means clustering, K-medoids clustering, partitioning around medoids (PAM) algorithm and clustering with Gaussian mixture models (GMMs) for clustering, and variational autoencoder (VAE), t-distributed stochastic neighbor embedding (t-SNE), uniform manifold approximation and projection (UMAP), self-organizing maps (SOM) and Kohonen maps for visualizing high dimensional data.",10/9/2019,,,"Simon Rentzmann,
Mario V. W¨uthrich",Swiss Association of Actuaries ,pdf,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3439358,https://www.actuarialdatascience.org/ADS-Tutorials/
,Lee and Carter go Machine Learning: Recurrent Neural Networks,AI in actuarial Science,"Recurrent neural network (RNN), long short-term memory (LSTM), gated recurrent unit (GRU), Lee–Carter (LC) model, mortality forecasting, feed-forward neural network (FNN)","In this tutorial we introduce recurrent neural networks (RNNs), and we describe the two most popular RNN architectures. These are the long short-term memory (LSTM) network and gated recurrent unit (GRU) network. Their common field of application is time series modeling, and we demonstrate their use on a mortality rate prediction problem using data from the Swiss female and male populations.",8/22/2019,,,"Ronald Richman,
Mario V. W¨uthrich",Swiss Association of Actuaries ,pdf,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3441030,https://www.actuarialdatascience.org/ADS-Tutorials/
,"The Art of Natural Language Processing: Classical, Modern and Contemporary Approaches to Text Document Classification",AI in actuarial Science,"natural language processing, bag-of-words models, word embeddings, machine learning, recurrent neural networks, deep learning, Python, Tensorflow 2.0, Keras.","In this tutorial we introduce three approaches to preprocess text data with Natural Language Processing (NLP) and perform text document classification using machine learning. The first approach is based on ‘bag-of-’ models, the second one on word embeddings, while the third one introduces the two most popular Recurrent Neural Networks (RNNs), i.e. the Long Short-Term Memory (LSTM) and Gated Recurrent Unit (GRU) architectures. We apply all approaches on a case study where we classify movie reviews using Python and Tensorflow 2.0. The results of the case study show that extreme gradient boosting algorithms outperform adaptive boosting and random forests on bag-of-words and word embedding models, as well as LSTM and GRU RNNs, but at a steep computational cost. Finally, we provide the reader with comments on NLP applications for the insurance industry.",3/1/2020,,,"Andrea Ferrario,
Mara N¨agelin",Swiss Association of Actuaries ,pdf,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3547887,https://www.actuarialdatascience.org/ADS-Tutorials/
,Peeking into the Black Box,AI in actuarial Science,"XAI, machine learning, explainability, interpretability, black box models, model-agnostic technique, flashlight, motor insurance, claims frequency.",This tutorial gives an overview of tools for explaining and interpreting black box machine learning models like boosted trees or deep neural networks. All our methods are illustrated on a publicly available real car insurance data set on claims frequencies,5/7/2020,,,"Christian Lorentzen,
Michael Mayer",Swiss Association of Actuaries ,pdf,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3595944,https://www.actuarialdatascience.org/ADS-Tutorials/
,Convolutional neural network case studies: (1) anomalies in mortality rates (2) image recognition,AI in actuarial Science,"Convolutional neural network, CNN, regression, classification, mortality rates, image recognition.","We provide a general introduction to convolutional neural networks (CNNs) in this tutorial. CNNs are particularly well suited to find common spatial structure in images or time series. As an insurance related example for life & health insurance we illustrate how to use a CNN to detect anomalies in mortality rates taken from the Human Mortality Database (HMD); the anomalies are caused by migration between countries and other errors. As a second example, we study a CNN to classify images of handwritten digits taken from one of the most widely used benchmark datasets, the Modified National Institute of Standards and Technology (MNIST) dataset. Our aim is to explore and discuss the building blocks and the properties of these CNNs, and we showcase their use.",7/19/2020,,,"Daniel Meier,
Mario V. W¨uthrich",Swiss Association of Actuaries ,pdf,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3656210,https://www.actuarialdatascience.org/ADS-Tutorials/
,LocalGLMnet: a deep learning architecture for actuaries,AI in actuarial Science,"LocalGLMnet, neural network, deep learning, variable selection, interactions, explainable artificial intelligence, XAI, generalized linear model, GLM, tabular data, variable importance, Shapley additive explanation, natural language processing, NLP, text recognition, recurrent neural network, long short-term memory cell, LSTM","The purpose of this tutorial is to discuss the LocalGLMnet architecture which is tailored to the needs of actuaries. The LocalGLMnet is a flexible network architecture for tabular data that allows for variable selection, the study of interactions, gives nice interpretations and allows to rank variable importance. We explore a LocalGLMnet on accident insurance claims data for which we also have short claim descriptions. In a second step we try to understand the predictive power of these claim descriptions by adding a recurrent neural network layer to process the claim texts into tabular data.",8/4/2021,,,"J¨urg Schelldorfer,
Mario V. W¨uthrich",Swiss Association of Actuaries ,pdf,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3900350,https://www.actuarialdatascience.org/ADS-Tutorials/
,Model Comparison and Calibration Assessment,AI in actuarial Science,"actuarial science, backtesting, calibration, classification, consistency, data science, identification functions, machine learning, model comparison, predictive performance, propriety, scoring functions, scoring rules, supervised learning","One of the main tasks of actuaries and data scientists is to build good predictive models for certain phenomena such as the claim size or the number of claims in insurance. These models ideally exploit given feature information to enhance the accuracy of prediction. This user guide revisits and clarifies statistical techniques to assess the calibration or adequacy of a model on the one hand, and to compare and rank different models on the other hand. In doing so, it emphasises the importance of specifying the prediction target functional at hand a priori (e.g. the mean or a quantile) and of choosing the scoring function in model comparison in line with this target functional. Guidance for the practical choice of the scoring function is provided. Striving to bridge the gap between science and daily practice in application, it focuses mainly on the pedagogical presentation of existing results and of best practice. The results are accompanied and illustrated by two real data case studies on workers’ compensation and customer churn.",7/27/2023,,,"Tobias Fissler,
Christian Lorentzen,
Michael Mayer",Swiss Association of Actuaries ,pdf,https://arxiv.org/abs/2202.12780,https://www.actuarialdatascience.org/ADS-Tutorials/
,Actuarial applications of natural language processing using transformers: Case studies for using text features in an actuarial context,AI in actuarial Science,Natural language processing; transformer; multilingual models; domain-specific fine-tuning; integrated gradients; extractive question answering; zero-shot classification; topic modelling,"This paper demonstrates workflows to incorporate text data into actuarial classification and regression tasks. The main focus is on methods employing transformer-based models. A dataset of car accident descriptions with an average length of 400 words, available in English and German, and a dataset with short property insurance claims descriptions, are used to demonstrate these techniques. The case studies tackle challenges related to a multilingual setting and long input sequences. They also show ways to interpret model output and to assess and improve model performance, by fine-tuning the models to the domain of application or to a specific prediction task. Finally, the paper provides practical approaches to handle classification tasks in situations with no or only few labelled data. The results achieved by using the language-understanding skills of off-the-shelf natural language processing (NLP) models with only minimal pre-processing and fine-tuning clearly demonstrate the power of transfer learning for practical applications",3/7/2024,,,"Andreas Troxler,
Jürg Schelldorfer",Swiss Association of Actuaries ,pdf,Actuarial applications of natural language processing using transformers: Case studies for using text features in an actuarial context | British Actuarial Journal | Cambridge Core,https://www.actuarialdatascience.org/ADS-Tutorials/
,Gini Index and Friends,AI in actuarial Science,"Gini index, Gini score, Gini coefficient, accuracy ratio, consistency, consistent scoring, auto-calibration, Lorenz curve, concentration curve, cumulative accuracy profile, CAP, receiver operating characteristics curve, ROC curve, area under the curve, AUC, model selection, binary classification, regression model.","In the machine learning community, the Gini index is a very popular score for model selection,
and it is also used in actuarial science for evaluating insurance pricing models. The purpose
of this tutorial is to discuss the Gini index, both its version in economics and its version
in machine learning, which differ. We discuss its relationship to the area under the curve
(AUC) of the receiver operating characteristics (ROC) curve, which is often used for model
selection in binary classification problems. A main deficiency of the Gini index is that it
does not give us a consistent scoring function. Therefore, simply maximizing the Gini index
may lead to wrong decisions. The issue is that the Gini index is a rank-based score that
is not calibration-sensitive. However, if we use the Gini index for scoring within the class
of auto-calibrated regression models, it gives us a strictly consistent scoring function and,
henceforth, a sensible model selection tool. This will be discussed in this tutorial.",10/14/2022,,,"Christian Lorentzen, Michael Mayer,
Mario V. W¨uthrich‡",Swiss Association of Actuaries ,pdf,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4248143,https://www.actuarialdatascience.org/ADS-Tutorials/
,SHAP for Actuaries: Explain any Model,AI in actuarial Science,"XAI, explainability, machine learning, SHAP, Shapley values, regression mod","This tutorial gives an overview of SHAP (SHapley Additive exPlanation), one of the most commonly used techniques for examining a black-box machine learning (ML) model. Besides providing the necessary game theoretic background, we show how typical SHAP analyses are performed and used to gain insights about the model. The methods are illustrated on a simulated insurance data set of car claim frequencies using different ML models and different SHAP algorithms",3/15/2023,,,"Michael Mayer,
Daniel Meier,
Mario V. W¨uthrich‡",Swiss Association of Actuaries ,pdf,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4389797,https://www.actuarialdatascience.org/ADS-Tutorials/
,Privacy Preserving Machine Learning,AI in actuarial Science,"Life & health, sensitive personal data, cryptography, security, multiparty homomorphic encryption, logistic regression, Cox proportional hazards model, neural network, hazard ratio, relative risk, odds ratio, federated machine learning","This tutorial provides an introduction into the evolving topic of privacy preserving machine learning.
It discusses how to run models on data from potentially multiple data providers without any data
provider having to share any non-encrypted data with any other party. In particular, for use cases
requiring large amounts of sensitive personal data, and in the context of strict regulations like GDPR
in the European Union, this topic is highly relevant. We introduce the concept of (multiparty)
homomorphic encryption and demonstrate the approach on two synthetic datasets of personal health
information. Furthermore, this tutorial also provides an introduction into the most common (survival)
models to predict health outcomes",9/30/2023,,,"Daniel Meier,
Juan Ram´on Troncoso-Pastoriza",Swiss Association of Actuaries ,pdf,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4595287,https://www.actuarialdatascience.org/ADS-Tutorials/
